2021-06-30 18:06:499 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:562 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:691 INFO  AddCustomerPage :31 - Clicking on Login button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:562 INFO  AddCustomerPage :31 - Clicking on Deposit tab : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[3]/button[2]]
2021-06-30 18:06:417 INFO  AddCustomerPage :35 - Enter Amount for Deposit : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //div[@class='form-group']/input]
2021-06-30 18:06:656 INFO  AddCustomerPage :39 - Clicking on Deposit button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //div[@class='container-fluid mainBox ng-scope']/div/form/button]
2021-06-30 18:06:692 INFO  AddCustomerPage :42 - Verify Deposit is Successful : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-30 18:06:148 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:798 INFO  HomePage :31 - Clicking on Customer login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2021-06-30 18:06:243 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:451 INFO  AddCustomerPage :31 - Clicking on Login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Login')]'
2021-06-30 18:06:610 INFO  AddCustomerPage :47 - Clicking on Withdrawl tab : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[3]/button[3]]
2021-06-30 18:06:71 INFO  AddCustomerPage :35 - Enter Amount for Deposit : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //div[@class='form-group']/input]
2021-06-30 18:06:208 INFO  AddCustomerPage :51 - Clicking on Withdraw button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //div[@class='container-fluid mainBox ng-scope']/div/form/button]
2021-06-30 18:06:250 INFO  AddCustomerPage :54 - Verify Withdrawl is Successful : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //span[contains(text(),'Transaction successful')]]
